Pitcher,PitcherThrows,PitcherTeam,TaggedPitchType,n,dre_hat_mean,run_suppress_mean,StuffPlus_mean,StuffPlus_median,RV,RelSpeed_mean,SpinRate_mean,spinDir_mean,RelHeight_mean,RelSide_mean,Extension_mean,InducedVertBreak_mean,HorzBreak_mean,delta_velo_mean,delta_IVB_mean,delta_HB_mean,RV/100,SwStr%
"Ilitch, Blake",Right,OLE_REB,Fastball,120,-0.009844182333217563,0.009844182333217563,77.53631983877993,78.543627235087,18.634999999999998,90.6621865,2102.3210914083334,209.82680988333334,5.854715083333334,1.5197903333333334,6.38706593220339,14.530549333333333,7.8868107499999995,,,,15.529166666666667,7.5
"Johnson, Cooper",Left,OLE_REB,All,523,-0.013083313889528008,0.013083313889528008,95.51420485038395,91.23830208544459,48.3,81.88463479923517,2060.266115334608,182.85510900573613,6.434004340344168,-1.5840930975143404,6.543381444371424,10.186329579349904,-5.237684340344169,-7.936014773462792,-16.05697373786408,-2.723439482200647,9.235181644359464,13.957934990439771
"Johnson, Cooper",Left,OLE_REB,ChangeUp,125,-0.0048163140877039365,0.0048163140877039365,87.72468134453264,83.90729725457348,4.649,79.68008784000001,1765.8688422399998,127.719339136,6.37728392,-1.72466656,6.803030241935484,11.852293359999999,-13.54027568,-6.904867160000007,-7.799131640000003,6.58066568,3.7192000000000003,22.400000000000002
"Johnson, Cooper",Left,OLE_REB,Curveball,44,-0.0078108139990469665,0.0078108139990469665,78.61232741602493,77.92321084094137,4.651999999999999,73.93674113636364,2270.636430977273,334.2943003409091,6.379688409090909,-1.6111806818181817,6.009899772727272,-13.281992727272728,7.123033863636365,-12.64821386363637,-32.93341772727273,-14.082643863636365,10.57272727272727,11.363636363636363
"Johnson, Cooper",Left,OLE_REB,Fastball,214,-0.021539440665635734,0.021539440665635734,110.4276193287401,105.71232766362365,27.654999999999998,86.5567358411215,2147.7738766635516,160.14516860280372,6.4808421962616825,-1.5186435046728972,6.679725164319248,19.70450901869159,-6.683795420560748,,,,12.922897196261681,7.009345794392523
"Johnson, Cooper",Left,OLE_REB,Slider,140,-0.009195841320400302,0.009195841320400302,84.98493590020534,81.69868545411947,11.344,79.20924957142857,2123.2425747928573,219.20206658571428,6.430123285714286,-1.5501122142857144,6.2708067142857145,1.5254032142857143,0.5010305714285714,-7.375705428571437,-18.12602178571429,-7.460640571428571,8.102857142857141,17.857142857142858
"Kelly, Owen",Right,OLE_REB,All,708,-0.012361163853750945,0.012361163853750945,93.2821684957177,97.33766298800325,36.096999999999994,86.83666903954803,2280.438023677966,201.80054277683618,5.063723644067797,2.260595127118644,6.205596511299435,4.521142697740113,5.740291779661017,-6.057395124999997,-4.73885005,-19.092031125000002,5.098446327683615,11.016949152542372
"Kelly, Owen",Right,OLE_REB,ChangeUp,101,0.0014488111581490888,-0.0014488111581490888,61.43146147938912,69.24982145316314,6.876999999999999,86.13396722772276,1582.1593526039603,267.6219094554455,4.932608514851485,2.1075661386138616,6.393598415841583,1.9472193069306931,15.512119504950494,-4.181567772277225,-5.238570693069307,-1.144880495049505,6.808910891089108,14.85148514851485
"Kelly, Owen",Right,OLE_REB,Cutter,134,-0.014798894799612581,0.014798894799612581,110.76498051626086,109.76873256606217,1.4139999999999993,86.73042208955225,2360.060174276119,182.9778928283582,5.157947014925373,2.3457198507462684,6.167817985074627,4.975180522388059,0.471175,-3.5851129104477586,-2.21060947761194,-16.185824999999998,1.0552238805970142,8.955223880597014
"Kelly, Owen",Right,OLE_REB,Fastball,177,-0.015083625954779752,0.015083625954779752,92.27153170151193,91.41370640810419,17.706,90.30431807909603,2349.918059960452,241.59600958757062,5.08880186440678,2.168631694915254,6.461568700564972,9.186806327683616,14.853319943502823,,,,10.003389830508475,7.909604519774012
"Kelly, Owen",Right,OLE_REB,Sinker,131,-0.018946079866921716,0.018946079866921716,103.13415010458587,106.11089617618423,6.0249999999999995,90.02474374045802,2302.2169845496182,259.80050603053434,5.036177862595419,2.138804427480916,6.33670679389313,4.550597938931298,18.390087022900765,,,,4.599236641221373,10.687022900763358
"Kelly, Owen",Right,OLE_REB,Slider,165,-0.010686325913441692,0.010686325913441692,91.84276073637886,91.09508924464342,4.074999999999999,81.10211333333334,2551.3820679333335,88.05802306060606,5.062428787878788,2.4804819393939392,5.742515333333333,0.6995917575757576,-15.781054363636365,-9.213421666666664,-6.486198242424242,-32.43805436363637,2.4696969696969693,13.939393939393941
"Koenig, Landon",Right,OLE_REB,All,421,-0.015383752744983,0.015383752744983,105.658547400899,108.02640154165847,27.326999999999998,90.18234325415678,2083.616190494062,175.91077520902613,6.4220124844680795,1.5177394404287348,6.299696322558614,10.592950451306413,3.322151235154394,-9.270572636363637,-14.575013727272728,-7.834987909090909,6.490973871733967,20.19002375296912
"Koenig, Landon",Right,OLE_REB,Curveball,16,-0.013195168708841727,0.013195168708841727,103.38612355453553,113.53561231526467,2.882,80.96428125,2247.70719425,43.734984874999995,6.2692081250000005,1.609349375,6.127454375,-9.2339,-4.430196875,-14.109278750000003,-27.3832,-11.962126875000001,18.0125,0.0
"Koenig, Landon",Right,OLE_REB,Fastball,201,-0.01672848399025975,0.01672848399025975,96.89746784808474,91.49309748238738,9.439,94.97566810945274,2204.7632487014926,202.51368625373132,6.499294851331577,1.461800095841624,6.496854869612907,18.275070447761195,7.290041840796021,,,,4.696019900497513,19.402985074626866
"Koenig, Landon",Right,OLE_REB,Slider,145,-0.017014556940519267,0.017014556940519267,120.95939844544861,122.44426529052372,10.649,86.20391779310346,2239.9541251310343,122.9610121586207,6.355503419621393,1.5100947082112972,6.106795342708167,4.179588551724138,-4.5344011724137925,-8.869642206896552,-13.969711448275863,-12.066331172413793,7.344137931034482,24.137931034482758
"Koenig, Landon",Right,OLE_REB,Splitter,59,-0.007388155387777475,0.007388155387777475,98.51807909916653,98.12574144280137,4.356999999999999,86.1298413559322,1242.1752535084747,251.25557466101696,6.363621440649364,1.7022569909439467,6.1488089544457205,5.560085423728813,11.215230169491525,-8.943718644067797,-12.589214576271187,3.6833001694915257,7.384745762711862,18.64406779661017
"Libbert, Wil",Left,OLE_REB,All,857,-0.015066770733338054,0.015066770733338054,103.37774647072955,101.64714246564752,46.324,87.9978637689302,2278.7627604179334,185.12170928471414,6.104741546920712,-0.8819821336108538,5.798145314724911,9.846862386778493,-2.3682467179293063,-10.487405672268904,-16.527114852941175,-10.351501092436974,5.40536756126021,15.519253208868145
"Libbert, Wil",Left,OLE_REB,ChangeUp,128,-0.005257881124103145,0.005257881124103145,89.57783171545765,93.90011301935021,12.020999999999999,85.517365234375,1237.9556315781251,108.9771542578125,5.9447986639322625,-1.1693690061583144,5.988888000676058,5.700374296875,-13.1342853125,-8.282634765624996,-13.383925703125,4.920735312500001,9.39140625,17.1875
